fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,density,pH,sulphates,alcohol,free.so2,total.so2,good
5.8,0.28,0.21,12.4,0.044,0.9969,3.35,0.43,9.6,47,176.4,0
5.4,0.36,0.27,6.4,0.028,0.9917,3.37,0.39,11.7,40.3,124.7,1
7.1,0.23,0.33,0.9,0.045,0.9911,3.04,0.64,10.7,40.4,110.2,1
7,0.28,0.27,2.5,0.012,0.9905,3.26,0.38,11.7,30.9,97.5,1
6.6,0.21,0.32,11.4,0.04,0.9982,3.4,0.44,10,44.9,170.9,1
6,0.18,0.28,2.7,0.026,0.9909,3.16,0.38,11.1,20.8,115.3,1
5.9,0.26,0.68,9,0.04,0.9963,3.66,0.57,10.7,25.8,171.2,0
5.4,0.2,0.28,0.9,0.027,0.9925,3.31,0.4,9.9,12.2,70.1,0
6.2,0.15,0.55,1.4,0.126,0.9931,3.24,0.37,8.9,34.9,97.6,1
7.2,0.21,0.25,19,0.085,1.0002,3.09,0.5,8.7,18.2,94.3,0
9,0.3,0.36,4.6,0.031,0.9947,3.16,0.46,11.4,38.2,133.5,1
6.2,0.13,0.3,6.2,0.046,0.9945,3.6,0.44,10.7,39.3,163.9,1
6.1,0.29,0.25,1.3,0.035,0.9878,3.07,0.41,13.3,27.4,115.4,1
8.1,0.26,0.35,2,0.054,0.9923,3.09,0.73,11.8,25.1,107.5,1
6.7,0.28,0.34,1.3,0.18,0.9935,3.1,0.53,9.3,33.8,131.6,1
6.6,0.23,0.33,2.1,0.029,0.9905,3.27,0.6,11.7,34.5,89.2,1
7,0.38,0.27,4.1,0.03,0.9897,3.21,0.46,12.4,26.1,81.5,1
7,0.38,0.22,9.5,0.057,0.9956,3.23,0.43,10,52.3,169.9,0
8.2,0.24,0.29,2,0.048,0.9937,3.12,0.5,10.1,49.2,175.7,1
6.2,0.37,0.44,10.5,0.06,0.9974,3.31,0.57,9.7,20.2,177.2,1
6.1,0.3,0.27,13.4,0.047,0.9979,3.18,0.43,9.5,57.5,210.4,1
7.7,0.28,0.39,8.9,0.037,0.9934,3.04,0.38,11.9,7.7,94.5,1
7.2,0.32,0.5,13.2,0.061,0.9984,3.04,0.52,9.1,62.9,213.8,0
6.9,0.17,0.27,14.6,0.052,0.9979,2.99,0.4,9,31.7,142.3,1
6.8,0.25,0.25,8.9,0.03,0.9965,3.47,0.46,10.2,38.4,215.1,1
7.1,0.83,0.49,8.6,0.027,0.9962,3.23,0.37,10.6,32.1,193.3,0
7.6,0.24,0.35,13.3,0.066,0.9972,3,0.46,8.9,50.1,175.5,1
7,0.53,0.44,5.9,0.03,0.9913,3.09,0.49,12.5,6.1,72.2,1
7.1,0.6,0.21,9.9,0.069,0.997,3.02,0.53,9,23.3,192.1,0
5.4,0.34,0.26,2.4,0.019,0.9892,3.56,0.48,13.2,29.7,109,1
8.1,0.28,0.32,7.5,0.035,0.9939,3.08,0.29,10.9,36.5,161.1,0
8.3,0.62,0.4,12.2,0.3,0.9991,2.93,0.48,9.2,25,243.2,0
5.8,0.31,0.31,2.7,0.049,0.9908,3.44,0.74,12.1,25.2,146.8,1
6.6,0.53,0.26,6.9,0.049,0.9947,3.15,0.39,9.4,7.4,178.5,0
8,0.24,0.44,14.3,0.039,0.9988,3.05,0.45,9.1,59.4,162.2,1
7.6,0.26,0.59,11.7,0.047,0.9981,3.18,0.46,9,58,160.5,0
6.2,0.43,0.33,8.9,0.042,0.9917,3.29,0.34,13,16.9,88.2,1
7.1,0.2,0.23,1.7,0.044,0.995,3.35,0.53,10,17.8,97.7,0
6.2,0.26,0.3,13.6,0.035,0.9958,3.17,0.38,10.7,51.5,117.6,1
8.5,0.15,0.5,7.3,0.044,0.9954,3.13,0.6,10.4,9.5,54.3,1
5.8,0.3,0.3,4.6,0.023,0.9891,3.25,0.52,13.7,26.2,90.5,1
6.4,0.12,0.29,14,0.056,0.9967,3.17,0.38,9.4,29.5,89.8,1
6.7,0.34,0.43,1.6,0.041,0.99,3.24,0.46,12.4,31.9,106.3,1
6.1,0.23,0.3,3.8,0.037,0.9914,3.31,0.53,11.3,62,133.9,1
6.6,0.25,0.27,14.9,0.052,0.9981,3.04,0.55,9,31.3,111.7,1
7.7,0.31,0.3,10.4,0.04,0.9964,3.03,0.34,9.5,21,148.1,0
8.5,0.35,0.36,11,0.031,0.9929,2.95,0.41,13,19.9,132.7,1
6.8,0.21,0.27,12.6,0.046,0.9953,3.18,0.38,10.9,51.5,135.8,1
7,0.27,0.4,8.1,0.056,0.9959,3.12,0.54,9.5,45.9,212.3,1
6.8,0.39,0.3,9.9,0.037,0.993,3.12,0.4,11.5,39.8,155.2,1
7.4,0.19,0.68,1.4,0.048,0.9948,3.31,0.64,9.6,31.2,170.5,1
5.8,0.24,0.37,1.5,0.054,0.9936,3.21,0.53,9.1,39.5,153,1
7.3,0.22,0.5,9.8,0.03,0.9936,2.99,0.29,11.3,42.2,189.9,1
8.4,0.58,0.28,12.3,0.033,0.996,2.99,0.39,10.7,32.4,107.3,1
7.3,0.24,0.43,14.6,0.048,0.9984,3.17,0.72,9.4,73,210.5,1
7,0.26,0.49,6.3,0.049,0.9956,3.2,0.46,9.5,63.3,174.7,1
6.9,0.23,0.3,13.6,0.056,0.998,3.44,0.39,9.8,52.8,193.5,0
6.7,0.16,0.35,2.5,0.03,0.9917,3.22,0.73,11.3,32.4,78.7,1
6.1,0.36,0.23,2.4,0.034,0.9906,3.33,0.58,12,22.2,141.3,1
6.5,0.33,0.36,4.6,0.031,0.9911,3.36,0.61,12.6,34.3,97.8,1
7.4,0.19,0.35,1.2,0.029,0.9912,3.16,0.61,11.8,27.8,88.1,1
8.2,0.44,0.28,4.1,0.029,0.991,2.96,0.31,12.7,36.8,92.6,1
7.8,0.19,0.3,8.1,0.037,0.9937,3.1,0.66,11.8,36.6,148.1,1
6.3,0.33,0.31,5.5,0.048,0.995,3.2,0.64,9.4,47.4,201.8,1
6.5,0.24,0.42,8.6,0.043,0.9967,2.99,0.45,9.1,58,178.8,0
5.3,0.18,0.22,1,0.03,0.9922,3.54,0.44,10.1,48.3,117.6,1
8.2,0.25,0.34,2.5,0.053,0.9937,2.89,0.49,9.6,13.3,76.1,0
8.1,0.22,0.42,14.4,0.044,1,3.21,0.68,8.7,44.1,154.8,1
8.4,0.25,0.31,2,0.027,0.9905,2.95,0.76,12.2,12.6,148.3,1
7.2,0.26,0.3,1.1,0.038,0.9892,2.98,0.36,12.5,10.6,87.3,1
6.3,0.29,0.3,6.6,0.209,0.9949,3.11,0.41,9.5,55.4,159.9,0
8.3,0.58,0.26,12.1,0.035,0.9959,2.99,0.39,10.8,34.6,131.4,1
8.1,0.37,0.35,1.1,0.033,0.9906,3.03,0.33,11.6,17.8,74,1
5.9,0.23,0.25,13.2,0.051,0.9974,3.28,0.39,9.4,45.2,147.5,0
7.6,0.26,0.29,17.6,0.05,0.9991,3.08,0.66,10.3,36.3,165.3,0
6.3,0.12,0.3,1.3,0.033,0.9902,3.01,0.55,11.7,39,93.2,1
6.3,0.22,0.48,6.1,0.029,0.9928,3.42,0.36,11.4,33,129.3,1
6.7,0.29,0.32,0.8,0.036,0.9891,3.03,0.36,12.4,44.1,122.9,1
7.3,0.4,0.26,6.5,0.036,0.9917,3.16,0.58,12.8,32.4,79.8,1
6.4,0.24,0.3,2,0.051,0.9919,3.24,0.47,10.3,23.4,121.8,1
7,0.23,0.35,2.1,0.053,0.9928,3.21,0.4,10.5,13.8,83.4,1
9.7,0.34,0.45,10.6,0.037,0.9959,2.87,0.3,10.1,4,84.2,0
6.7,0.3,0.18,7.7,0.044,0.9959,3.17,0.45,9.5,53.5,184.8,1
7.3,0.24,0.4,3.7,0.024,0.9925,3.16,0.5,10.7,29.6,107.5,0
7.9,0.24,0.26,8.1,0.039,0.9954,3.13,0.58,9.9,75.5,221.6,1
7,0.24,0.35,0.9,0.031,0.9901,3.18,0.37,11.5,43.4,106.9,1
6.8,0.25,0.17,1.6,0.055,0.9934,3.1,0.41,9.4,10.9,141.5,0
6.3,0.25,0.28,13.7,0.037,0.9956,3.17,0.39,10.6,60.4,131.7,1
6.7,0.24,0.26,10.6,0.078,0.9963,3.04,0.37,8.9,50.4,175.9,0
6,0.14,0.41,1.4,0.03,0.9894,3.17,0.96,13,19.4,95.5,1
6.1,0.2,0.4,2.8,0.04,0.9916,3.2,0.49,10.9,20.3,97.8,1
6.6,0.25,0.51,8.1,0.063,0.9955,3.13,0.49,9.5,46.8,205.3,0
6.7,0.25,0.5,8.4,0.048,0.9955,3.24,0.41,10.2,61.3,181.8,1
5.8,0.45,0.47,1.4,0.04,0.9931,3.11,0.46,8.8,32.4,183,0
7.6,0.22,0.26,15.4,0.065,0.9986,3.04,0.44,9.1,28,184.4,0
6.4,0.27,0.22,8.1,0.049,0.9952,3.21,0.5,9.5,44.9,177.6,0
7.3,0.21,0.39,1.6,0.048,0.9937,3.29,0.44,10.7,23.8,90.7,0
6.7,0.26,0.39,1.3,0.02,0.9912,3.24,0.75,11.3,11.1,52,1
7,0.27,0.77,13.8,0.052,0.9978,3.03,0.45,9,45.9,172.5,0
8.5,0.22,0.28,11.3,0.032,0.9953,3.04,0.38,10.5,28.9,94.5,1
6.9,0.33,0.24,1.7,0.032,0.9899,3.2,0.36,12.2,23.2,124.1,1
7.3,0.17,0.23,8,0.122,0.9951,3.19,0.39,10.4,30.7,162.1,1
6.6,0.14,0.29,5.5,0.05,0.9941,3.4,0.38,9.8,37.8,124.7,1
8.8,0.17,0.3,1.1,0.018,0.9923,2.97,0.34,10.5,17.2,75.3,0
7.1,0.19,0.3,6.1,0.046,0.9939,3.27,0.5,10.7,29.8,105,1
5.7,0.29,0.27,1.8,0.063,0.9915,3.23,0.34,11.1,15.6,156,1
6.1,0.22,0.29,4.2,0.036,0.9924,3.14,0.72,10.8,90.2,147.3,1
7.4,0.27,0.39,1.4,0.044,0.9927,3.29,0.45,10.4,9.9,120.2,0
5.7,0.72,0.06,6.6,0.042,0.9941,3.43,0.45,10.3,9.7,97.8,0
7.9,0.17,0.37,1.7,0.032,0.9941,3.19,0.39,10.3,14.6,106.8,0
5.7,0.33,0.27,1.2,0.03,0.9915,3.49,0.58,11.1,31.7,84.4,1
6.1,0.24,0.31,1.4,0.021,0.9892,3.3,0.41,12.9,9.3,74.7,1
5.6,0.27,0.4,1.2,0.076,0.9918,3.13,0.45,10.3,42.7,139.9,1
7.3,0.27,0.34,1.5,0.055,0.9916,3.19,0.47,10.8,34.4,133.1,0
6.3,0.56,0.45,13,0.048,0.9975,3.21,0.45,9.1,28.7,157.3,1
7,0.32,0.24,6.1,0.046,0.9958,3.23,0.61,9.4,32,212,1
8.2,0.29,0.28,5.6,0.044,0.9948,3.16,0.5,10.3,35.4,119.6,1
7.8,0.47,0.33,4.1,0.032,0.9913,3.18,0.43,12.7,40.2,172,1
7.3,0.34,0.18,5.7,0.061,0.9951,3.17,0.43,9.8,52.6,212.8,1
6.4,0.41,0.01,6,0.048,0.9934,3.2,0.42,10.1,25.2,71,0
6.7,0.47,0.25,6.2,0.146,0.9942,3.15,0.47,9.9,41.2,135.7,0
7.6,0.3,0.26,4.4,0.052,0.9959,3.11,0.48,9.1,21.2,109.8,0
6.1,0.22,0.37,3.1,0.021,0.9908,3.39,0.48,12.2,19.8,83.1,0
7.1,0.18,0.37,1.7,0.042,0.992,3.17,0.5,10.6,17.9,103.8,0
7.2,0.33,0.34,2,0.053,0.9935,3.31,0.49,10.6,28.8,116,1
7.2,0.15,0.39,7,0.059,0.9932,3.07,0.47,11,53.2,122.3,1
7.8,0.16,0.26,7.7,0.046,0.9949,2.94,0.29,9.6,20.7,94.2,1
4.2,0.18,0.35,1.7,0.027,0.9902,3.63,0.9,12,85.2,201.7,1
7,0.35,0.32,5.1,0.033,0.9917,3.36,0.47,12.4,50.7,149.2,1
6.8,0.64,0.07,9.8,0.061,0.997,3.36,0.45,8.9,26.9,142.2,0
6.1,0.29,0.25,12,0.058,0.998,3.23,0.41,9.1,47.2,244.9,1
7.5,0.42,0.45,9.3,0.029,0.9961,3.11,0.35,10.1,21.7,123.9,1
6.3,0.24,0.3,11.5,0.05,0.9969,3.31,0.43,9.6,32.6,159.6,0
8.1,0.3,0.49,7.9,0.038,0.9942,3.09,0.29,11.2,29.1,172.9,1
6.2,0.17,0.31,2,0.021,0.9886,3.05,0.56,12.9,32.6,88,1
8.1,0.33,0.37,4.9,0.041,0.9928,3.29,0.47,12,56.3,219.7,1
7.5,0.16,0.35,2.2,0.044,0.9935,3.17,0.59,9.9,83.2,208.8,1
6,0.17,0.35,5.9,0.033,0.9939,3.33,0.6,10.2,33.5,96.1,1
6.4,0.35,0.47,1.1,0.024,0.9887,3.14,0.54,12.8,6.1,80.2,1
6.8,0.31,0.28,2.8,0.025,0.9916,3.31,0.63,11.3,34.6,93.6,1
6.8,0.35,0.32,7.4,0.043,0.9925,3.06,0.55,12.2,32.9,137.1,1
7.1,0.43,0.62,11.7,0.044,0.9972,3.13,0.44,8.8,60.3,135.9,0
7.3,0.21,0.34,3.2,0.034,0.9919,3.11,0.55,11.1,22.8,107.1,1
6.5,0.37,0.31,2.4,0.034,0.9886,3.21,0.53,13.4,34.3,106.6,1
7.8,0.43,0.27,9.1,0.058,0.9973,3.15,0.56,9.3,35.4,219.2,1
8.4,0.21,0.37,11.5,0.055,1.0005,3.32,0.84,8.9,52.5,167,1
6.4,0.19,0.27,11.8,0.042,0.9951,3.17,0.37,10.8,60.1,170.8,1
5.8,0.28,0.18,1.3,0.059,0.9931,3.21,0.59,9.7,6.4,99,0
6.8,0.19,0.35,4.9,0.067,0.9949,3.35,0.49,10,32.4,181.1,0
7,0.15,0.28,4.3,0.029,0.9932,3.24,0.47,10.6,13.7,107.2,1
5.2,0.17,0.26,4.7,0.041,0.9946,3.41,0.41,9.5,27.7,99.2,1
6.3,0.38,0.51,6.4,0.045,0.9945,3.09,1.02,10.3,31.3,147,1
5.6,0.22,0.22,16,0.042,0.9987,3.23,0.46,8.8,41.2,128.5,1
6.9,0.21,0.28,18.3,0.043,1.0003,3.29,0.36,8.7,43.9,158.8,0
7,0.19,0.39,7.8,0.032,0.9936,3.22,0.28,11.4,51.2,185,0
6.7,0.31,0.23,4.6,0.063,0.9957,3.31,0.59,9.4,56.8,241.2,0
6.3,0.28,0.31,2.9,0.036,0.9903,3.29,0.59,12.4,22.2,87.2,1
6.2,0.27,0.27,11.9,0.046,0.9956,3.19,0.38,11,42.5,109.4,1
6.5,0.22,0.34,1.4,0.023,0.9894,3.18,0.72,11.5,50.1,108.1,1
7.1,0.33,0.37,14.9,0.032,0.9986,3.19,0.61,9.3,62.5,160.8,1
7.1,0.46,0.24,12.1,0.054,0.997,3.07,0.5,9.5,64.5,221.3,0
6.6,0.23,0.34,17.4,0.039,0.9998,3.25,0.41,9,34.8,179.7,1
8.7,0.32,0.48,1.5,0.051,0.9954,3.12,0.33,9.4,18.3,111.1,0
6.4,0.26,0.31,1.3,0.042,0.9906,3.2,0.48,11.3,43.1,111,1
5.8,0.37,0.32,1.5,0.028,0.9889,3.41,0.55,12.8,41.8,109.5,1
6.8,0.1,0.3,5.1,0.047,0.9942,3.42,0.47,9.7,32.3,137.6,1
6.9,0.19,0.5,5.8,0.038,0.9941,3.2,0.49,10.7,37.3,150.5,1
5.2,0.57,0.06,6.9,0.041,0.9942,3.33,0.58,9.6,35.4,141.9,0
7.2,0.28,0.28,2.1,0.037,0.9927,3.43,0.48,10.8,40.4,119.7,1
7,0.3,0.33,7.8,0.037,0.994,3.2,0.42,10.6,41.9,126.5,1
6.6,0.22,0.27,12.1,0.057,0.9982,3.46,0.46,9.4,28.4,146.1,0
7.4,0.32,0.36,6.3,0.035,0.9923,3.16,0.39,11.9,9.7,137.5,1
5.7,0.19,0.34,1.2,0.044,0.9922,3.68,0.7,10.9,9.4,70.7,1
6.5,0.52,0.23,4,0.037,0.9903,3.27,0.57,12.9,39.4,115.9,1
5.6,0.36,0.21,6.8,0.038,0.9941,3.29,0.65,9.9,54.6,183.6,1
6,0.28,0.2,12.1,0.049,0.9956,3.19,0.45,10,43,164.2,0
6.6,0.27,0.37,1.3,0.034,0.9911,3,0.64,11.4,42.5,111.3,1
6.5,0.35,0.28,1.7,0.037,0.9881,3.11,0.41,14.2,36.9,113.4,1
7.3,0.25,0.34,13.3,0.067,0.9974,2.99,0.49,9,50,159.8,1
6.1,1.09,0.18,4.2,0.034,0.9907,3.35,0.48,12.4,8.5,92.1,0
7.2,0.31,0.16,6.8,0.034,0.9951,3.09,0.38,9.1,60.9,202.5,1
6.5,0.34,0.26,5.1,0.034,0.9915,3.37,0.73,12.6,19.3,138.6,1
9.3,0.29,0.29,1.5,0.045,0.9954,3.11,0.48,9.3,33.8,130,0
7.1,0.66,0.3,12.9,0.291,0.9985,3.08,0.67,9,23.3,188.2,0
5.6,0.24,0.29,1.5,0.039,0.9899,3.48,0.51,12.5,30.8,105.3,1
5.6,0.18,0.32,1.6,0.038,0.9925,3.34,0.57,10.1,17.9,75.3,1
8.1,0.22,0.47,9.5,0.037,0.9948,3.01,0.33,10.5,62.4,149.9,1
7.1,0.34,0.62,13.1,0.056,0.9969,3.05,0.4,9.3,12.4,116.7,0
5.5,0.23,0.24,1.1,0.051,0.9907,3.45,0.63,11,102.9,158.9,1
9.3,0.35,0.49,7.3,0.052,0.9978,3.17,0.61,9.9,27.8,158.6,0
7.1,0.33,0.3,6.3,0.031,0.9927,3.38,0.56,12.1,37.4,121.5,1
5,0.31,0.3,2.5,0.049,0.9895,3.27,0.46,12,35.3,142.6,1
6.9,0.29,0.47,3.7,0.045,0.9944,2.97,0.4,9.3,33.7,129.2,1
5.7,0.29,0.42,10.8,0.048,0.9935,3.07,0.59,11.1,60,136.9,1
7.3,0.25,0.25,11.9,0.053,0.9968,3.11,0.61,9.9,55.3,190.1,0
7.3,0.19,0.32,14.6,0.046,0.9985,3.1,0.52,9.4,38.9,184,1
6.9,0.17,0.32,12.1,0.049,0.9968,2.91,0.54,9.5,28.7,129.3,1
5.6,0.28,0.19,2.7,0.026,0.9892,3.38,0.79,13.9,12.2,121.5,1
6.8,0.32,0.26,7.3,0.069,0.9953,3.12,0.47,10,24.4,157.9,1
7.1,0.27,0.38,5.6,0.027,0.9915,3.13,0.83,12.8,29.9,114.4,0
6.1,0.26,0.29,5.4,0.046,0.9918,3.24,0.4,11.4,35.2,120.1,1
6.6,0.21,0.28,10.8,0.039,0.9946,3.11,0.43,10.6,36.1,145.7,1
6.9,0.27,0.19,7.8,0.042,0.9961,3.17,0.49,9.5,48.5,219.1,0
8.1,0.51,0.46,1.2,0.037,0.9933,3.23,0.42,10.9,23.2,125.6,0
8.1,0.32,0.22,5.4,0.047,0.9953,3.2,0.46,10.4,26.6,135.3,0
6.4,0.27,0.28,3.7,0.036,0.9927,3.1,0.59,11,57,159,1
6.2,0.33,0.21,5.8,0.04,0.9944,3.16,0.63,9.8,27.1,144.6,0
7.1,0.14,0.35,1.3,0.035,0.9939,3.45,0.39,10,16.9,76.8,0
6.2,0.2,0.4,11.9,0.044,0.9951,3.19,0.36,10.9,65.2,112.3,0
7.5,0.2,0.35,1.1,0.04,0.9915,3.08,0.43,11.3,6.9,88.8,0
7.5,0.26,0.26,18.5,0.086,1.0013,3.18,0.38,9,38.2,140.2,0
7.7,0.32,0.62,11.7,0.042,0.9981,3.01,0.56,9.2,66.3,192.8,0
9.3,0.35,0.39,0.8,0.04,0.9924,2.95,0.29,10.3,16.2,60.8,0
7,0.25,0.31,12.7,0.045,0.9985,3.28,0.77,9.6,42.7,164.9,1
8.3,0.37,0.71,12.2,0.046,0.998,2.97,0.65,9.6,24.3,176.6,0
6.7,0.19,0.41,9.2,0.045,0.9955,3.13,0.57,9.7,43.4,135,1
7.9,0.55,0.18,8.3,0.039,0.9956,3.09,0.31,9.6,15.1,60.3,0
6.6,0.34,0.34,10.7,0.051,0.9986,3.44,0.57,9.4,52.8,242.2,1
6.3,0.29,0.37,7.9,0.045,0.9956,3.1,0.38,9,36.4,197.8,0
6.8,0.27,0.24,4.6,0.097,0.9942,3.14,0.49,9.8,35.1,134.8,1
7,0.28,0.36,3.4,0.028,0.9901,2.96,0.33,12.2,37.6,92.5,0
6,0.34,0.3,1.9,0.03,0.989,3.4,0.41,13.1,40.7,160.9,1
7.3,0.2,0.28,2.7,0.034,0.9907,2.99,0.43,11.9,36.1,93.1,1
5.8,0.19,0.34,4.2,0.038,0.991,3.15,0.41,11.1,55.9,137,1
6.5,0.29,0.52,1.7,0.033,0.9922,3.24,0.58,10.4,41.5,171.6,1
5.8,0.22,0.24,16.6,0.043,0.9988,3.23,0.5,9,36.9,110.9,1
6.9,0.26,0.28,2,0.042,0.9953,3.46,0.54,9.8,19.2,192.9,1
6.6,0.22,0.49,14.9,0.05,0.9994,2.97,0.76,8.9,39.6,200.1,1
5.9,0.21,0.26,6.9,0.05,0.9927,3.14,0.44,10.9,24.1,101.2,1
7.5,0.21,0.29,1.4,0.039,0.9927,3.27,0.53,10.3,14.2,109.4,1
9.3,0.2,0.32,1.7,0.05,0.9954,3.17,0.42,9.1,24.2,168.7,0
6.9,0.31,0.33,12.7,0.041,0.9963,3.09,0.55,9.8,54.9,172.3,0
6.4,0.36,0.48,13.4,0.046,0.9979,3.13,0.49,8.5,47.7,242,1
6.6,0.23,0.32,12.1,0.048,0.9981,3.37,0.41,9.7,33.2,169.7,0
5.5,0.19,0.27,0.9,0.041,0.9901,3.51,0.38,11.1,53.7,93.1,0
5.7,0.36,0.25,3.2,0.038,0.9908,3.36,0.55,11.3,42.7,168.1,1
6.8,0.19,0.26,1.4,0.032,0.9926,3.41,0.5,10.5,39.8,149.8,0
6.2,0.32,0.24,4.2,0.052,0.9928,3.35,0.53,11,32.3,166.5,0
5.9,0.56,0.24,4.4,0.055,0.9943,3.25,0.48,9,21.4,131,0
5.8,0.28,0.28,4,0.201,0.9941,3.26,0.37,9.3,61,186.6,1
6.1,0.21,0.48,1.6,0.052,0.9926,3.31,0.48,9.8,17.2,82.6,0
7,0.37,0.36,8.7,0.038,0.9916,2.98,0.33,12.5,40.1,109,1
6.9,0.27,0.3,7,0.042,0.9941,3.27,0.53,10.6,31.9,113.4,1
5.9,0.29,0.28,4.2,0.044,0.9923,3.33,0.43,10.7,47.5,149.3,1
6.1,0.36,0.58,15.2,0.043,0.9976,3.16,0.49,8.9,46.9,119.3,0
6.1,0.17,0.24,3.3,0.052,0.9935,3.12,0.51,9.1,21.3,132.7,1
7.9,0.28,0.27,3.5,0.025,0.9899,2.98,0.36,13,31,83.7,1
6.2,0.33,0.28,2.4,0.024,0.9909,3.36,0.6,11.9,44.9,137.6,1
6.3,0.3,0.12,11.5,0.034,0.9975,3.23,0.34,9.1,34.5,160.8,0
7.7,0.14,0.33,1.4,0.06,0.9951,3.36,0.41,9.1,47.4,113.2,1
6.2,0.29,0.47,1.4,0.05,0.993,3.18,0.47,9.6,53.1,161.2,0
6.3,0.3,0.25,10.6,0.039,0.9962,3.32,0.34,10.1,28.5,142.9,1
6,0.26,0.28,4.9,0.034,0.9906,3.11,0.32,11.9,13.7,84.4,1
7.9,0.33,0.31,1.6,0.038,0.9929,3,0.47,10.6,47.4,188.7,0
5.4,0.29,0.39,1.3,0.03,0.9887,3.28,0.36,12.5,36.2,114.1,1
8.1,0.33,0.29,5.2,0.076,0.9914,2.96,0.38,12.7,16.6,81.7,1
7.2,0.17,0.36,5.8,0.027,0.9937,3.21,0.51,11,31.5,113.9,1
5,0.34,0.24,11.8,0.03,0.9933,3.41,0.63,11.7,24.8,144.2,1
6.2,0.35,0.03,1.1,0.064,0.9935,3.22,0.55,9.2,31.3,106.3,0
7.2,0.38,0.38,11.7,0.032,0.9962,3.08,0.5,9.7,33,233.1,1
6,0.37,0.27,3.5,0.035,0.9887,3.19,0.46,13.8,30.5,103.1,1
6.9,0.33,0.26,15.9,0.032,0.9995,3.36,0.6,8.8,62.9,193.4,1
5.7,0.29,0.16,7.8,0.044,0.9951,3.21,0.36,9.4,46,180.2,0
6.9,0.17,0.29,2.1,0.039,0.9913,3.32,0.36,12,39.1,192.2,1
8.5,0.16,0.34,1,0.074,0.9922,3.13,0.48,10.5,18,57.4,1
7.1,0.45,0.24,12.1,0.056,0.9971,3.06,0.49,9.6,58.2,209.7,0
8.9,0.55,0.31,8.2,0.027,0.9929,2.93,0.35,11.7,15,78.5,0
6.1,0.26,0.48,15.8,0.054,0.9978,3.05,0.45,9.2,25.8,107.2,1
7.2,0.17,0.4,14.6,0.049,0.9995,3.35,0.78,9,52.2,154.4,1
7.3,0.17,0.28,15.5,0.051,0.9982,2.87,0.44,8.8,27.5,127.8,1
6.9,0.33,0.26,2.1,0.031,0.9912,3.07,0.4,11.1,11.6,94.4,1
6.2,0.25,0.27,12,0.046,0.9983,3.35,0.45,9.4,50.5,199,0
6.2,0.21,0.25,1.7,0.038,0.9929,3.49,0.7,10.7,38.6,137.1,1
5.5,0.18,0.23,4.7,0.031,0.9936,3.21,0.37,9.4,37.8,93.8,1
6.9,0.22,0.34,8.8,0.047,0.9952,3.25,0.49,10.4,55.8,210.4,1
5,0.33,0.15,1.5,0.049,0.9915,3.48,0.44,10.9,11.3,87.2,1
6.1,0.15,0.5,1.4,0.03,0.9901,3.27,0.43,12.2,24.8,82.4,1
7,0.19,0.35,1.6,0.05,0.9924,3.15,0.53,10.9,27.3,160.3,0
7,0.24,0.28,4.1,0.031,0.9909,3.12,0.38,11.6,17.4,85.1,1
7.4,0.15,0.33,1,0.042,0.9903,3.11,0.37,11.7,16.9,65.9,1
6.9,0.22,0.32,6.1,0.028,0.9929,3.06,0.48,10.8,44.1,132,1
7.7,0.27,0.3,1.2,0.043,0.9935,3.43,0.5,10.2,49.2,173.4,1
6.4,0.23,0.39,1.8,0.032,0.9912,3.31,0.49,11.9,26,104.9,1
6.7,0.24,0.39,2.9,0.173,0.9939,3.11,0.34,9.4,58.1,154.1,1
7.9,0.3,0.36,7,0.043,0.9942,3.27,0.36,11.2,38.8,210.2,1
6.1,0.43,0.04,1.4,0.036,0.9923,3.23,0.61,9.6,24.1,116.1,1
4.4,0.46,0.19,1.9,0.035,0.9877,3.21,0.83,13.8,33.3,107.3,1
5.8,0.19,0.24,10.6,0.043,0.9967,3.19,0.42,9.2,42.2,114.1,1
7.2,0.23,0.38,1.4,0.032,0.9901,3.23,0.4,12.8,11.8,70.1,1
6.8,0.19,0.47,1.6,0.065,0.9925,3.34,0.46,11,37.9,171.2,0
6.7,0.12,0.3,4.8,0.058,0.9944,3.52,0.45,10.3,45.8,145.3,1
7.1,0.42,0.28,3.4,0.048,0.9919,3.2,0.36,11.4,21.1,114.3,1
7.6,0.24,0.29,2.5,0.032,0.9919,3.01,0.53,10.9,23.1,102.8,1
7.5,0.21,0.29,1.2,0.04,0.9926,3.19,0.32,9.8,26.3,88.8,1
7.5,0.16,0.27,15.5,0.051,0.9982,2.91,0.45,8.5,24.9,144.1,1
7.2,0.23,0.37,2.1,0.028,0.9906,3.13,0.65,12.4,22.3,56.9,1
6,0.28,0.28,3,0.041,0.9893,3.21,0.39,12.8,37.6,142.5,1
7.7,0.23,0.42,2,0.049,0.9922,3.29,0.5,11.6,10.7,94.6,1
7.4,0.19,0.45,1.2,0.045,0.9925,3.14,0.46,9.9,19.7,103,1
6.1,0.31,0.22,1.1,0.032,0.9888,2.97,0.42,12.3,38.2,119.9,1
7,0.39,0.64,11.2,0.044,0.9978,3.09,0.43,8.5,60.1,172,1
6.8,0.17,0.32,12.4,0.035,0.9968,2.89,0.35,8.8,18.7,193.9,1
6.9,0.29,0.36,0.9,0.036,0.9899,3.08,0.37,12.1,37.8,163.3,1
